"region";"måned";"statistikkvariabel";"03616: Hotell og liknande overnattingsbedrifter. Kapasitetsutnytting og pris per rom, etter region, måned og statistikkvariabel"
"01 Østfold";"2014M05";"Pris per rom (kr)";854
"01 Østfold";"2014M06";"Kapasitetsutnytting av senger (prosent)";36,4
"01 Østfold";"2014M06";"Kapasitetsutnytting av rom (prosent)";56,6
"01 Østfold";"2014M06";"Pris per rom (kr)";860
"01 Østfold";"2014M07";"Kapasitetsutnytting av senger (prosent)";41,9
"01 Østfold";"2014M07";"Kapasitetsutnytting av rom (prosent)";56,5
"01 Østfold";"2014M07";"Pris per rom (kr)";739
"01 Østfold";"2014M08";"Kapasitetsutnytting av senger (prosent)";38,7
"01 Østfold";"2014M08";"Kapasitetsutnytting av rom (prosent)";58,7
"01 Østfold";"2014M08";"Pris per rom (kr)";853
"01 Østfold";"2014M09";"Kapasitetsutnytting av senger (prosent)";30,6
"01 Østfold";"2014M09";"Kapasitetsutnytting av rom (prosent)";52,9
"01 Østfold";"2014M09";"Pris per rom (kr)";836
"01 Østfold";"2014M10";"Kapasitetsutnytting av senger (prosent)";27,7
"01 Østfold";"2014M10";"Kapasitetsutnytting av rom (prosent)";46,2
"01 Østfold";"2014M10";"Pris per rom (kr)";797
"01 Østfold";"2014M11";"Kapasitetsutnytting av senger (prosent)";28,3
"01 Østfold";"2014M11";"Kapasitetsutnytting av rom (prosent)";49,4
"01 Østfold";"2014M11";"Pris per rom (kr)";830
"01 Østfold";"2014M12";"Kapasitetsutnytting av senger (prosent)";20,6
"01 Østfold";"2014M12";"Kapasitetsutnytting av rom (prosent)";36
"01 Østfold";"2014M12";"Pris per rom (kr)";792
"01 Østfold";"2015M01";"Kapasitetsutnytting av senger (prosent)";24,1
"01 Østfold";"2015M01";"Kapasitetsutnytting av rom (prosent)";42,1
"01 Østfold";"2015M01";"Pris per rom (kr)";804
"01 Østfold";"2015M02";"Kapasitetsutnytting av senger (prosent)";25,2
"01 Østfold";"2015M02";"Kapasitetsutnytting av rom (prosent)";41
"01 Østfold";"2015M02";"Pris per rom (kr)";777
"01 Østfold";"2015M03";"Kapasitetsutnytting av senger (prosent)";23,2
"01 Østfold";"2015M03";"Kapasitetsutnytting av rom (prosent)";38,4
"01 Østfold";"2015M03";"Pris per rom (kr)";837
"01 Østfold";"2015M04";"Kapasitetsutnytting av senger (prosent)";27,6
"01 Østfold";"2015M04";"Kapasitetsutnytting av rom (prosent)";45,1
"01 Østfold";"2015M04";"Pris per rom (kr)";834
"01 Østfold";"2015M05";"Kapasitetsutnytting av senger (prosent)";31,2
"01 Østfold";"2015M05";"Kapasitetsutnytting av rom (prosent)";48,5
"01 Østfold";"2015M05";"Pris per rom (kr)";884
"01 Østfold";"2015M06";"Kapasitetsutnytting av senger (prosent)";39,6
"01 Østfold";"2015M06";"Kapasitetsutnytting av rom (prosent)";63,8
"01 Østfold";"2015M06";"Pris per rom (kr)";882
"01 Østfold";"2015M07";"Kapasitetsutnytting av senger (prosent)";49,4
"01 Østfold";"2015M07";"Kapasitetsutnytting av rom (prosent)";61,1
"01 Østfold";"2015M07";"Pris per rom (kr)";812
"01 Østfold";"2015M08";"Kapasitetsutnytting av senger (prosent)";38,1
"01 Østfold";"2015M08";"Kapasitetsutnytting av rom (prosent)";57,1
"01 Østfold";"2015M08";"Pris per rom (kr)";854
"01 Østfold";"2015M09";"Kapasitetsutnytting av senger (prosent)";33,8
"01 Østfold";"2015M09";"Kapasitetsutnytting av rom (prosent)";55,9
"01 Østfold";"2015M09";"Pris per rom (kr)";904
"01 Østfold";"2015M10";"Kapasitetsutnytting av senger (prosent)";30,4
"01 Østfold";"2015M10";"Kapasitetsutnytting av rom (prosent)";51,4
"01 Østfold";"2015M10";"Pris per rom (kr)";844
"01 Østfold";"2015M11";"Kapasitetsutnytting av senger (prosent)";27,5
"01 Østfold";"2015M11";"Kapasitetsutnytting av rom (prosent)";47,7
"01 Østfold";"2015M11";"Pris per rom (kr)";860
"01 Østfold";"2015M12";"Kapasitetsutnytting av senger (prosent)";22
"01 Østfold";"2015M12";"Kapasitetsutnytting av rom (prosent)";34,4
"01 Østfold";"2015M12";"Pris per rom (kr)";797
"01 Østfold";"2016M01";"Kapasitetsutnytting av senger (prosent)";23,7
"01 Østfold";"2016M01";"Kapasitetsutnytting av rom (prosent)";40,5
"01 Østfold";"2016M01";"Pris per rom (kr)";804
"01 Østfold";"2016M02";"Kapasitetsutnytting av senger (prosent)";27,9
"01 Østfold";"2016M02";"Kapasitetsutnytting av rom (prosent)";43,7
"01 Østfold";"2016M02";"Pris per rom (kr)";809
"01 Østfold";"2016M03";"Kapasitetsutnytting av senger (prosent)";26,5
"01 Østfold";"2016M03";"Kapasitetsutnytting av rom (prosent)";42,3
"01 Østfold";"2016M03";"Pris per rom (kr)";810
"01 Østfold";"2016M04";"Kapasitetsutnytting av senger (prosent)";33,9
"01 Østfold";"2016M04";"Kapasitetsutnytting av rom (prosent)";55,4
"01 Østfold";"2016M04";"Pris per rom (kr)";853
"01 Østfold";"2016M05";"Kapasitetsutnytting av senger (prosent)";31,6
"01 Østfold";"2016M05";"Kapasitetsutnytting av rom (prosent)";47,6
"01 Østfold";"2016M05";"Pris per rom (kr)";870
"01 Østfold";"2016M06";"Kapasitetsutnytting av senger (prosent)";40,3
"01 Østfold";"2016M06";"Kapasitetsutnytting av rom (prosent)";61,2
"01 Østfold";"2016M06";"Pris per rom (kr)";859
"01 Østfold";"2016M07";"Kapasitetsutnytting av senger (prosent)";55,2
"01 Østfold";"2016M07";"Kapasitetsutnytting av rom (prosent)";65,7
"01 Østfold";"2016M07";"Pris per rom (kr)";816
"01 Østfold";"2016M08";"Kapasitetsutnytting av senger (prosent)";43,9
"01 Østfold";"2016M08";"Kapasitetsutnytting av rom (prosent)";63,7
"01 Østfold";"2016M08";"Pris per rom (kr)";893
"01 Østfold";"2016M09";"Kapasitetsutnytting av senger (prosent)";35,3
"01 Østfold";"2016M09";"Kapasitetsutnytting av rom (prosent)";58
"01 Østfold";"2016M09";"Pris per rom (kr)";962
"01 Østfold";"2016M10";"Kapasitetsutnytting av senger (prosent)";32
"01 Østfold";"2016M10";"Kapasitetsutnytting av rom (prosent)";53,6
"01 Østfold";"2016M10";"Pris per rom (kr)";816
"01 Østfold";"2016M11";"Kapasitetsutnytting av senger (prosent)";30
"01 Østfold";"2016M11";"Kapasitetsutnytting av rom (prosent)";50,7
"01 Østfold";"2016M11";"Pris per rom (kr)";870
"01 Østfold";"2016M12";"Kapasitetsutnytting av senger (prosent)";22,6
"01 Østfold";"2016M12";"Kapasitetsutnytting av rom (prosent)";38
"01 Østfold";"2016M12";"Pris per rom (kr)";796
"01 Østfold";"2017M01";"Kapasitetsutnytting av senger (prosent)";21,7
"01 Østfold";"2017M01";"Kapasitetsutnytting av rom (prosent)";36,9
"01 Østfold";"2017M01";"Pris per rom (kr)";850
"01 Østfold";"2017M02";"Kapasitetsutnytting av senger (prosent)";26,4
"01 Østfold";"2017M02";"Kapasitetsutnytting av rom (prosent)";40
"01 Østfold";"2017M02";"Pris per rom (kr)";889
"01 Østfold";"2017M03";"Kapasitetsutnytting av senger (prosent)";29,1
"01 Østfold";"2017M03";"Kapasitetsutnytting av rom (prosent)";46,4
"01 Østfold";"2017M03";"Pris per rom (kr)";1097
"01 Østfold";"2017M04";"Kapasitetsutnytting av senger (prosent)";29,6
"01 Østfold";"2017M04";"Kapasitetsutnytting av rom (prosent)";44,2
"01 Østfold";"2017M04";"Pris per rom (kr)";911
"01 Østfold";"2017M05";"Kapasitetsutnytting av senger (prosent)";30,7
"01 Østfold";"2017M05";"Kapasitetsutnytting av rom (prosent)";49,5
"01 Østfold";"2017M05";"Pris per rom (kr)";909
"01 Østfold";"2017M06";"Kapasitetsutnytting av senger (prosent)";43,4
"01 Østfold";"2017M06";"Kapasitetsutnytting av rom (prosent)";64,7
"01 Østfold";"2017M06";"Pris per rom (kr)";945
"01 Østfold";"2017M07";"Kapasitetsutnytting av senger (prosent)";50,7
"01 Østfold";"2017M07";"Kapasitetsutnytting av rom (prosent)";60,7
"01 Østfold";"2017M07";"Pris per rom (kr)";869
"01 Østfold";"2017M08";"Kapasitetsutnytting av senger (prosent)";40,6
"01 Østfold";"2017M08";"Kapasitetsutnytting av rom (prosent)";59,8
"01 Østfold";"2017M08";"Pris per rom (kr)";915
"01 Østfold";"2017M09";"Kapasitetsutnytting av senger (prosent)";35
"01 Østfold";"2017M09";"Kapasitetsutnytting av rom (prosent)";56
"01 Østfold";"2017M09";"Pris per rom (kr)";899
"01 Østfold";"2017M10";"Kapasitetsutnytting av senger (prosent)";30,8
"01 Østfold";"2017M10";"Kapasitetsutnytting av rom (prosent)";51,6
"01 Østfold";"2017M10";"Pris per rom (kr)";850
"01 Østfold";"2017M11";"Kapasitetsutnytting av senger (prosent)";31,6
"01 Østfold";"2017M11";"Kapasitetsutnytting av rom (prosent)";52
"01 Østfold";"2017M11";"Pris per rom (kr)";935
"01 Østfold";"2017M12";"Kapasitetsutnytting av senger (prosent)";21,5
"01 Østfold";"2017M12";"Kapasitetsutnytting av rom (prosent)";36,3
"01 Østfold";"2017M12";"Pris per rom (kr)";828
"01 Østfold";"2018M01";"Kapasitetsutnytting av senger (prosent)";24,3
"01 Østfold";"2018M01";"Kapasitetsutnytting av rom (prosent)";40,4
"01 Østfold";"2018M01";"Pris per rom (kr)";829
"01 Østfold";"2018M02";"Kapasitetsutnytting av senger (prosent)";29,8
"01 Østfold";"2018M02";"Kapasitetsutnytting av rom (prosent)";45,7
"01 Østfold";"2018M02";"Pris per rom (kr)";805
"01 Østfold";"2018M03";"Kapasitetsutnytting av senger (prosent)";30
"01 Østfold";"2018M03";"Kapasitetsutnytting av rom (prosent)";44,6
"01 Østfold";"2018M03";"Pris per rom (kr)";814
"01 Østfold";"2018M04";"Kapasitetsutnytting av senger (prosent)";33,9
"01 Østfold";"2018M04";"Kapasitetsutnytting av rom (prosent)";50,9
"01 Østfold";"2018M04";"Pris per rom (kr)";880
"01 Østfold";"2018M05";"Kapasitetsutnytting av senger (prosent)";35,1
"01 Østfold";"2018M05";"Kapasitetsutnytting av rom (prosent)";52
"01 Østfold";"2018M05";"Pris per rom (kr)";893
"01 Østfold";"2018M06";"Kapasitetsutnytting av senger (prosent)";45,5
"01 Østfold";"2018M06";"Kapasitetsutnytting av rom (prosent)";65,4
"01 Østfold";"2018M06";"Pris per rom (kr)";927
"01 Østfold";"2018M07";"Kapasitetsutnytting av senger (prosent)";51,8
"01 Østfold";"2018M07";"Kapasitetsutnytting av rom (prosent)";63,4
"01 Østfold";"2018M07";"Pris per rom (kr)";889
"01 Østfold";"2018M08";"Kapasitetsutnytting av senger (prosent)";43,9
"01 Østfold";"2018M08";"Kapasitetsutnytting av rom (prosent)";62,9
"01 Østfold";"2018M08";"Pris per rom (kr)";890
"01 Østfold";"2018M09";"Kapasitetsutnytting av senger (prosent)";36,3
"01 Østfold";"2018M09";"Kapasitetsutnytting av rom (prosent)";59,3
"01 Østfold";"2018M09";"Pris per rom (kr)";914
"01 Østfold";"2018M10";"Kapasitetsutnytting av senger (prosent)";33,9
"01 Østfold";"2018M10";"Kapasitetsutnytting av rom (prosent)";57,6
"01 Østfold";"2018M10";"Pris per rom (kr)";893
"01 Østfold";"2018M11";"Kapasitetsutnytting av senger (prosent)";35,5
"01 Østfold";"2018M11";"Kapasitetsutnytting av rom (prosent)";57,4
"01 Østfold";"2018M11";"Pris per rom (kr)";886
"01 Østfold";"2018M12";"Kapasitetsutnytting av senger (prosent)";22,6
"01 Østfold";"2018M12";"Kapasitetsutnytting av rom (prosent)";35,7
"01 Østfold";"2018M12";"Pris per rom (kr)";905
"01 Østfold";"2019M01";"Kapasitetsutnytting av senger (prosent)";27,2
"01 Østfold";"2019M01";"Kapasitetsutnytting av rom (prosent)";43,1
"01 Østfold";"2019M01";"Pris per rom (kr)";809
"01 Østfold";"2019M02";"Kapasitetsutnytting av senger (prosent)";33,5
"01 Østfold";"2019M02";"Kapasitetsutnytting av rom (prosent)";49,4
"01 Østfold";"2019M02";"Pris per rom (kr)";799
"01 Østfold";"2019M03";"Kapasitetsutnytting av senger (prosent)";27,5
"01 Østfold";"2019M03";"Kapasitetsutnytting av rom (prosent)";42,1
"01 Østfold";"2019M03";"Pris per rom (kr)";815
"01 Østfold";"2019M04";"Kapasitetsutnytting av senger (prosent)";24,4
"01 Østfold";"2019M04";"Kapasitetsutnytting av rom (prosent)";36,6
"01 Østfold";"2019M04";"Pris per rom (kr)";928
"01 Østfold";"2019M05";"Kapasitetsutnytting av senger (prosent)";34,2
"01 Østfold";"2019M05";"Kapasitetsutnytting av rom (prosent)";51,6
"01 Østfold";"2019M05";"Pris per rom (kr)";941
"01 Østfold";"2019M06";"Kapasitetsutnytting av senger (prosent)";42
"01 Østfold";"2019M06";"Kapasitetsutnytting av rom (prosent)";62,7
"01 Østfold";"2019M06";"Pris per rom (kr)";966
"01 Østfold";"2019M07";"Kapasitetsutnytting av senger (prosent)";56,6
"01 Østfold";"2019M07";"Kapasitetsutnytting av rom (prosent)";64,5
"01 Østfold";"2019M07";"Pris per rom (kr)";958
"02 Akershus";"1985M01";"Kapasitetsutnytting av senger (prosent)";32,5
"02 Akershus";"1985M01";"Kapasitetsutnytting av rom (prosent)";51,4
"02 Akershus";"1985M01";"Pris per rom (kr)";0
"02 Akershus";"1985M02";"Kapasitetsutnytting av senger (prosent)";43
"02 Akershus";"1985M02";"Kapasitetsutnytting av rom (prosent)";60,6
"02 Akershus";"1985M02";"Pris per rom (kr)";0
"02 Akershus";"1985M03";"Kapasitetsutnytting av senger (prosent)";45,5
"02 Akershus";"1985M03";"Kapasitetsutnytting av rom (prosent)";73,3
"02 Akershus";"1985M03";"Pris per rom (kr)";0
"02 Akershus";"1985M04";"Kapasitetsutnytting av senger (prosent)";43,9
"02 Akershus";"1985M04";"Kapasitetsutnytting av rom (prosent)";64,9
"02 Akershus";"1985M04";"Pris per rom (kr)";0
"02 Akershus";"1985M05";"Kapasitetsutnytting av senger (prosent)";49,6
"02 Akershus";"1985M05";"Kapasitetsutnytting av rom (prosent)";67
"02 Akershus";"1985M05";"Pris per rom (kr)";0
"02 Akershus";"1985M06";"Kapasitetsutnytting av senger (prosent)";64,7
"02 Akershus";"1985M06";"Kapasitetsutnytting av rom (prosent)";85,7
"02 Akershus";"1985M06";"Pris per rom (kr)";0
"02 Akershus";"1985M07";"Kapasitetsutnytting av senger (prosent)";57,1
"02 Akershus";"1985M07";"Kapasitetsutnytting av rom (prosent)";65,1
"02 Akershus";"1985M07";"Pris per rom (kr)";0
"02 Akershus";"1985M08";"Kapasitetsutnytting av senger (prosent)";61,6
"02 Akershus";"1985M08";"Kapasitetsutnytting av rom (prosent)";78,2
"02 Akershus";"1985M08";"Pris per rom (kr)";0
"02 Akershus";"1985M09";"Kapasitetsutnytting av senger (prosent)";52,2
"02 Akershus";"1985M09";"Kapasitetsutnytting av rom (prosent)";74,7
"02 Akershus";"1985M09";"Pris per rom (kr)";0
"02 Akershus";"1985M10";"Kapasitetsutnytting av senger (prosent)";45,8
"02 Akershus";"1985M10";"Kapasitetsutnytting av rom (prosent)";71,1
"02 Akershus";"1985M10";"Pris per rom (kr)";0
"02 Akershus";"1985M11";"Kapasitetsutnytting av senger (prosent)";41,1
"02 Akershus";"1985M11";"Kapasitetsutnytting av rom (prosent)";62,9
"02 Akershus";"1985M11";"Pris per rom (kr)";0
"02 Akershus";"1985M12";"Kapasitetsutnytting av senger (prosent)";32,8
"02 Akershus";"1985M12";"Kapasitetsutnytting av rom (prosent)";47,7
"02 Akershus";"1985M12";"Pris per rom (kr)";0
"02 Akershus";"1986M01";"Kapasitetsutnytting av senger (prosent)";35,4
"02 Akershus";"1986M01";"Kapasitetsutnytting av rom (prosent)";54,8
"02 Akershus";"1986M01";"Pris per rom (kr)";0
"02 Akershus";"1986M02";"Kapasitetsutnytting av senger (prosent)";42,5
"02 Akershus";"1986M02";"Kapasitetsutnytting av rom (prosent)";64,2
"02 Akershus";"1986M02";"Pris per rom (kr)";0
"02 Akershus";"1986M03";"Kapasitetsutnytting av senger (prosent)";38
"02 Akershus";"1986M03";"Kapasitetsutnytting av rom (prosent)";57,1
"02 Akershus";"1986M03";"Pris per rom (kr)";0
"02 Akershus";"1986M04";"Kapasitetsutnytting av senger (prosent)";39,2
"02 Akershus";"1986M04";"Kapasitetsutnytting av rom (prosent)";60
"02 Akershus";"1986M04";"Pris per rom (kr)";0
"02 Akershus";"1986M05";"Kapasitetsutnytting av senger (prosent)";36,2
"02 Akershus";"1986M05";"Kapasitetsutnytting av rom (prosent)";52,8
"02 Akershus";"1986M05";"Pris per rom (kr)";0
"02 Akershus";"1986M06";"Kapasitetsutnytting av senger (prosent)";48,4
"02 Akershus";"1986M06";"Kapasitetsutnytting av rom (prosent)";64,2
"02 Akershus";"1986M06";"Pris per rom (kr)";0
"02 Akershus";"1986M07";"Kapasitetsutnytting av senger (prosent)";49,1
"02 Akershus";"1986M07";"Kapasitetsutnytting av rom (prosent)";54,3
"02 Akershus";"1986M07";"Pris per rom (kr)";0
"02 Akershus";"1986M08";"Kapasitetsutnytting av senger (prosent)";55,2
"02 Akershus";"1986M08";"Kapasitetsutnytting av rom (prosent)";69
"02 Akershus";"1986M08";"Pris per rom (kr)";0
"02 Akershus";"1986M09";"Kapasitetsutnytting av senger (prosent)";48,5
"02 Akershus";"1986M09";"Kapasitetsutnytting av rom (prosent)";73,1
"02 Akershus";"1986M09";"Pris per rom (kr)";0
"02 Akershus";"1986M10";"Kapasitetsutnytting av senger (prosent)";46,6
"02 Akershus";"1986M10";"Kapasitetsutnytting av rom (prosent)";71
"02 Akershus";"1986M10";"Pris per rom (kr)";0
"02 Akershus";"1986M11";"Kapasitetsutnytting av senger (prosent)";41,9
"02 Akershus";"1986M11";"Kapasitetsutnytting av rom (prosent)";65,3
"02 Akershus";"1986M11";"Pris per rom (kr)";0
"02 Akershus";"1986M12";"Kapasitetsutnytting av senger (prosent)";30,8
"02 Akershus";"1986M12";"Kapasitetsutnytting av rom (prosent)";47
"02 Akershus";"1986M12";"Pris per rom (kr)";0
"02 Akershus";"1987M01";"Kapasitetsutnytting av senger (prosent)";35,5
"02 Akershus";"1987M01";"Kapasitetsutnytting av rom (prosent)";56,4
"02 Akershus";"1987M01";"Pris per rom (kr)";0
"02 Akershus";"1987M02";"Kapasitetsutnytting av senger (prosent)";45,4
"02 Akershus";"1987M02";"Kapasitetsutnytting av rom (prosent)";68
"02 Akershus";"1987M02";"Pris per rom (kr)";0
"02 Akershus";"1987M03";"Kapasitetsutnytting av senger (prosent)";44,8
"02 Akershus";"1987M03";"Kapasitetsutnytting av rom (prosent)";72,4
"02 Akershus";"1987M03";"Pris per rom (kr)";0
"02 Akershus";"1987M04";"Kapasitetsutnytting av senger (prosent)";32,9
"02 Akershus";"1987M04";"Kapasitetsutnytting av rom (prosent)";52,2
"02 Akershus";"1987M04";"Pris per rom (kr)";0
"02 Akershus";"1987M05";"Kapasitetsutnytting av senger (prosent)";45,5
"02 Akershus";"1987M05";"Kapasitetsutnytting av rom (prosent)";65,8
"02 Akershus";"1987M05";"Pris per rom (kr)";0
"02 Akershus";"1987M06";"Kapasitetsutnytting av senger (prosent)";57,4
"02 Akershus";"1987M06";"Kapasitetsutnytting av rom (prosent)";72,7
"02 Akershus";"1987M06";"Pris per rom (kr)";0
"02 Akershus";"1987M07";"Kapasitetsutnytting av senger (prosent)";52,6
"02 Akershus";"1987M07";"Kapasitetsutnytting av rom (prosent)";59,1
"02 Akershus";"1987M07";"Pris per rom (kr)";0
"02 Akershus";"1987M08";"Kapasitetsutnytting av senger (prosent)";57
"02 Akershus";"1987M08";"Kapasitetsutnytting av rom (prosent)";73,7
"02 Akershus";"1987M08";"Pris per rom (kr)";0
"02 Akershus";"1987M09";"Kapasitetsutnytting av senger (prosent)";48,5
"02 Akershus";"1987M09";"Kapasitetsutnytting av rom (prosent)";74,9
"02 Akershus";"1987M09";"Pris per rom (kr)";0
"02 Akershus";"1987M10";"Kapasitetsutnytting av senger (prosent)";47,7
"02 Akershus";"1987M10";"Kapasitetsutnytting av rom (prosent)";74,1
"02 Akershus";"1987M10";"Pris per rom (kr)";0
"02 Akershus";"1987M11";"Kapasitetsutnytting av senger (prosent)";41,4
"02 Akershus";"1987M11";"Kapasitetsutnytting av rom (prosent)";68,2
"02 Akershus";"1987M11";"Pris per rom (kr)";0
"02 Akershus";"1987M12";"Kapasitetsutnytting av senger (prosent)";29
"02 Akershus";"1987M12";"Kapasitetsutnytting av rom (prosent)";46,9
"02 Akershus";"1987M12";"Pris per rom (kr)";0
"02 Akershus";"1988M01";"Kapasitetsutnytting av senger (prosent)";32,9
"02 Akershus";"1988M01";"Kapasitetsutnytting av rom (prosent)";52,9
"02 Akershus";"1988M01";"Pris per rom (kr)";0
"02 Akershus";"1988M02";"Kapasitetsutnytting av senger (prosent)";38,4
"02 Akershus";"1988M02";"Kapasitetsutnytting av rom (prosent)";58,7
"02 Akershus";"1988M02";"Pris per rom (kr)";0
"02 Akershus";"1988M03";"Kapasitetsutnytting av senger (prosent)";37
"02 Akershus";"1988M03";"Kapasitetsutnytting av rom (prosent)";61
"02 Akershus";"1988M03";"Pris per rom (kr)";0
"02 Akershus";"1988M04";"Kapasitetsutnytting av senger (prosent)";39
"02 Akershus";"1988M04";"Kapasitetsutnytting av rom (prosent)";64,3
"02 Akershus";"1988M04";"Pris per rom (kr)";0
"02 Akershus";"1988M05";"Kapasitetsutnytting av senger (prosent)";40,8
"02 Akershus";"1988M05";"Kapasitetsutnytting av rom (prosent)";57,9
"02 Akershus";"1988M05";"Pris per rom (kr)";0
"02 Akershus";"1988M06";"Kapasitetsutnytting av senger (prosent)";49,7
"02 Akershus";"1988M06";"Kapasitetsutnytting av rom (prosent)";69,3
"02 Akershus";"1988M06";"Pris per rom (kr)";0
"02 Akershus";"1988M07";"Kapasitetsutnytting av senger (prosent)";49,9
"02 Akershus";"1988M07";"Kapasitetsutnytting av rom (prosent)";55,6
"02 Akershus";"1988M07";"Pris per rom (kr)";0
"02 Akershus";"1988M08";"Kapasitetsutnytting av senger (prosent)";58,2
"02 Akershus";"1988M08";"Kapasitetsutnytting av rom (prosent)";74,1
"02 Akershus";"1988M08";"Pris per rom (kr)";0
"02 Akershus";"1988M09";"Kapasitetsutnytting av senger (prosent)";42,5
"02 Akershus";"1988M09";"Kapasitetsutnytting av rom (prosent)";64,5
"02 Akershus";"1988M09";"Pris per rom (kr)";0
"02 Akershus";"1988M10";"Kapasitetsutnytting av senger (prosent)";39,4
"02 Akershus";"1988M10";"Kapasitetsutnytting av rom (prosent)";61,3
"02 Akershus";"1988M10";"Pris per rom (kr)";0
"02 Akershus";"1988M11";"Kapasitetsutnytting av senger (prosent)";36,6
"02 Akershus";"1988M11";"Kapasitetsutnytting av rom (prosent)";59,2
"02 Akershus";"1988M11";"Pris per rom (kr)";0
"02 Akershus";"1988M12";"Kapasitetsutnytting av senger (prosent)";24,6
"02 Akershus";"1988M12";"Kapasitetsutnytting av rom (prosent)";37,7
"02 Akershus";"1988M12";"Pris per rom (kr)";0
"02 Akershus";"1989M01";"Kapasitetsutnytting av senger (prosent)";27,9
"02 Akershus";"1989M01";"Kapasitetsutnytting av rom (prosent)";46,1
"02 Akershus";"1989M01";"Pris per rom (kr)";0
"02 Akershus";"1989M02";"Kapasitetsutnytting av senger (prosent)";30,8
"02 Akershus";"1989M02";"Kapasitetsutnytting av rom (prosent)";49
"02 Akershus";"1989M02";"Pris per rom (kr)";0
"02 Akershus";"1989M03";"Kapasitetsutnytting av senger (prosent)";29,4
"02 Akershus";"1989M03";"Kapasitetsutnytting av rom (prosent)";47,6
"02 Akershus";"1989M03";"Pris per rom (kr)";0
"02 Akershus";"1989M04";"Kapasitetsutnytting av senger (prosent)";35
"02 Akershus";"1989M04";"Kapasitetsutnytting av rom (prosent)";55,8
"02 Akershus";"1989M04";"Pris per rom (kr)";0
"02 Akershus";"1989M05";"Kapasitetsutnytting av senger (prosent)";30,9
"02 Akershus";"1989M05";"Kapasitetsutnytting av rom (prosent)";45,2
"02 Akershus";"1989M05";"Pris per rom (kr)";0
"02 Akershus";"1989M06";"Kapasitetsutnytting av senger (prosent)";44,3
"02 Akershus";"1989M06";"Kapasitetsutnytting av rom (prosent)";60,8
"02 Akershus";"1989M06";"Pris per rom (kr)";0
"02 Akershus";"1989M07";"Kapasitetsutnytting av senger (prosent)";48,2
"02 Akershus";"1989M07";"Kapasitetsutnytting av rom (prosent)";51,3
"02 Akershus";"1989M07";"Pris per rom (kr)";0
"02 Akershus";"1989M08";"Kapasitetsutnytting av senger (prosent)";48,7
"02 Akershus";"1989M08";"Kapasitetsutnytting av rom (prosent)";61,1
"02 Akershus";"1989M08";"Pris per rom (kr)";0
"02 Akershus";"1989M09";"Kapasitetsutnytting av senger (prosent)";40,6
"02 Akershus";"1989M09";"Kapasitetsutnytting av rom (prosent)";55,1
"02 Akershus";"1989M09";"Pris per rom (kr)";0
"02 Akershus";"1989M10";"Kapasitetsutnytting av senger (prosent)";36,3
"02 Akershus";"1989M10";"Kapasitetsutnytting av rom (prosent)";57,7
"02 Akershus";"1989M10";"Pris per rom (kr)";0
"02 Akershus";"1989M11";"Kapasitetsutnytting av senger (prosent)";34,8
"02 Akershus";"1989M11";"Kapasitetsutnytting av rom (prosent)";57,7
"02 Akershus";"1989M11";"Pris per rom (kr)";0
"02 Akershus";"1989M12";"Kapasitetsutnytting av senger (prosent)";24,7
"02 Akershus";"1989M12";"Kapasitetsutnytting av rom (prosent)";38,1
"02 Akershus";"1989M12";"Pris per rom (kr)";0
"02 Akershus";"1990M01";"Kapasitetsutnytting av senger (prosent)";28,6
"02 Akershus";"1990M01";"Kapasitetsutnytting av rom (prosent)";47,2
"02 Akershus";"1990M01";"Pris per rom (kr)";0
"02 Akershus";"1990M02";"Kapasitetsutnytting av senger (prosent)";35,3
"02 Akershus";"1990M02";"Kapasitetsutnytting av rom (prosent)";56,9
"02 Akershus";"1990M02";"Pris per rom (kr)";0
"02 Akershus";"1990M03";"Kapasitetsutnytting av senger (prosent)";37,4
"02 Akershus";"1990M03";"Kapasitetsutnytting av rom (prosent)";63
"02 Akershus";"1990M03";"Pris per rom (kr)";0
"02 Akershus";"1990M04";"Kapasitetsutnytting av senger (prosent)";27
"02 Akershus";"1990M04";"Kapasitetsutnytting av rom (prosent)";43,2
"02 Akershus";"1990M04";"Pris per rom (kr)";0
"02 Akershus";"1990M05";"Kapasitetsutnytting av senger (prosent)";35,2
"02 Akershus";"1990M05";"Kapasitetsutnytting av rom (prosent)";52,3
"02 Akershus";"1990M05";"Pris per rom (kr)";0
"02 Akershus";"1990M06";"Kapasitetsutnytting av senger (prosent)";47,8
"02 Akershus";"1990M06";"Kapasitetsutnytting av rom (prosent)";62
"02 Akershus";"1990M06";"Pris per rom (kr)";0
"02 Akershus";"1990M07";"Kapasitetsutnytting av senger (prosent)";51,9
"02 Akershus";"1990M07";"Kapasitetsutnytting av rom (prosent)";55,4
"02 Akershus";"1990M07";"Pris per rom (kr)";0
"02 Akershus";"1990M08";"Kapasitetsutnytting av senger (prosent)";49,5
"02 Akershus";"1990M08";"Kapasitetsutnytting av rom (prosent)";62,4
"02 Akershus";"1990M08";"Pris per rom (kr)";0
"02 Akershus";"1990M09";"Kapasitetsutnytting av senger (prosent)";39,8
"02 Akershus";"1990M09";"Kapasitetsutnytting av rom (prosent)";61,1
"02 Akershus";"1990M09";"Pris per rom (kr)";0
"02 Akershus";"1990M10";"Kapasitetsutnytting av senger (prosent)";37,4
