"region";"måned";"statistikkvariabel";"03616: Hotell og liknande overnattingsbedrifter. Kapasitetsutnytting og pris per rom, etter region, måned og statistikkvariabel"
"11 Rogaland";"1991M09";"Kapasitetsutnytting av senger (prosent)";35,9
"11 Rogaland";"1991M09";"Kapasitetsutnytting av rom (prosent)";51,6
"11 Rogaland";"1991M09";"Pris per rom (kr)";0
"11 Rogaland";"1991M10";"Kapasitetsutnytting av senger (prosent)";35,8
"11 Rogaland";"1991M10";"Kapasitetsutnytting av rom (prosent)";53,4
"11 Rogaland";"1991M10";"Pris per rom (kr)";0
"11 Rogaland";"1991M11";"Kapasitetsutnytting av senger (prosent)";34,3
"11 Rogaland";"1991M11";"Kapasitetsutnytting av rom (prosent)";51,3
"11 Rogaland";"1991M11";"Pris per rom (kr)";0
"11 Rogaland";"1991M12";"Kapasitetsutnytting av senger (prosent)";24,6
"11 Rogaland";"1991M12";"Kapasitetsutnytting av rom (prosent)";37,1
"11 Rogaland";"1991M12";"Pris per rom (kr)";0
"11 Rogaland";"1992M01";"Kapasitetsutnytting av senger (prosent)";26,2
"11 Rogaland";"1992M01";"Kapasitetsutnytting av rom (prosent)";41
"11 Rogaland";"1992M01";"Pris per rom (kr)";572
"11 Rogaland";"1992M02";"Kapasitetsutnytting av senger (prosent)";31
"11 Rogaland";"1992M02";"Kapasitetsutnytting av rom (prosent)";46
"11 Rogaland";"1992M02";"Pris per rom (kr)";544
"11 Rogaland";"1992M03";"Kapasitetsutnytting av senger (prosent)";39,6
"11 Rogaland";"1992M03";"Kapasitetsutnytting av rom (prosent)";59,6
"11 Rogaland";"1992M03";"Pris per rom (kr)";598
"11 Rogaland";"1992M04";"Kapasitetsutnytting av senger (prosent)";32,2
"11 Rogaland";"1992M04";"Kapasitetsutnytting av rom (prosent)";47,1
"11 Rogaland";"1992M04";"Pris per rom (kr)";549
"11 Rogaland";"1992M05";"Kapasitetsutnytting av senger (prosent)";34,9
"11 Rogaland";"1992M05";"Kapasitetsutnytting av rom (prosent)";50,6
"11 Rogaland";"1992M05";"Pris per rom (kr)";574
"11 Rogaland";"1992M06";"Kapasitetsutnytting av senger (prosent)";44,2
"11 Rogaland";"1992M06";"Kapasitetsutnytting av rom (prosent)";58,7
"11 Rogaland";"1992M06";"Pris per rom (kr)";518
"11 Rogaland";"1992M07";"Kapasitetsutnytting av senger (prosent)";39,5
"11 Rogaland";"1992M07";"Kapasitetsutnytting av rom (prosent)";44,4
"11 Rogaland";"1992M07";"Pris per rom (kr)";431
"11 Rogaland";"1992M08";"Kapasitetsutnytting av senger (prosent)";44,4
"11 Rogaland";"1992M08";"Kapasitetsutnytting av rom (prosent)";58,5
"11 Rogaland";"1992M08";"Pris per rom (kr)";575
"11 Rogaland";"1992M09";"Kapasitetsutnytting av senger (prosent)";39,5
"11 Rogaland";"1992M09";"Kapasitetsutnytting av rom (prosent)";57,1
"11 Rogaland";"1992M09";"Pris per rom (kr)";589
"11 Rogaland";"1992M10";"Kapasitetsutnytting av senger (prosent)";36,7
"11 Rogaland";"1992M10";"Kapasitetsutnytting av rom (prosent)";54
"11 Rogaland";"1992M10";"Pris per rom (kr)";591
"11 Rogaland";"1992M11";"Kapasitetsutnytting av senger (prosent)";36,4
"11 Rogaland";"1992M11";"Kapasitetsutnytting av rom (prosent)";55,3
"11 Rogaland";"1992M11";"Pris per rom (kr)";592
"11 Rogaland";"1992M12";"Kapasitetsutnytting av senger (prosent)";27,9
"11 Rogaland";"1992M12";"Kapasitetsutnytting av rom (prosent)";41,7
"11 Rogaland";"1992M12";"Pris per rom (kr)";588
"11 Rogaland";"1993M01";"Kapasitetsutnytting av senger (prosent)";27,4
"11 Rogaland";"1993M01";"Kapasitetsutnytting av rom (prosent)";42,4
"11 Rogaland";"1993M01";"Pris per rom (kr)";571
"11 Rogaland";"1993M02";"Kapasitetsutnytting av senger (prosent)";33,5
"11 Rogaland";"1993M02";"Kapasitetsutnytting av rom (prosent)";49,4
"11 Rogaland";"1993M02";"Pris per rom (kr)";570
"11 Rogaland";"1993M03";"Kapasitetsutnytting av senger (prosent)";39,8
"11 Rogaland";"1993M03";"Kapasitetsutnytting av rom (prosent)";59,1
"11 Rogaland";"1993M03";"Pris per rom (kr)";563
"11 Rogaland";"1993M04";"Kapasitetsutnytting av senger (prosent)";34,9
"11 Rogaland";"1993M04";"Kapasitetsutnytting av rom (prosent)";49,8
"11 Rogaland";"1993M04";"Pris per rom (kr)";596
"11 Rogaland";"1993M05";"Kapasitetsutnytting av senger (prosent)";32,6
"11 Rogaland";"1993M05";"Kapasitetsutnytting av rom (prosent)";47
"11 Rogaland";"1993M05";"Pris per rom (kr)";591
"11 Rogaland";"1993M06";"Kapasitetsutnytting av senger (prosent)";45,5
"11 Rogaland";"1993M06";"Kapasitetsutnytting av rom (prosent)";63,8
"11 Rogaland";"1993M06";"Pris per rom (kr)";574
"11 Rogaland";"1993M07";"Kapasitetsutnytting av senger (prosent)";38,3
"11 Rogaland";"1993M07";"Kapasitetsutnytting av rom (prosent)";43
"11 Rogaland";"1993M07";"Pris per rom (kr)";448
"11 Rogaland";"1993M08";"Kapasitetsutnytting av senger (prosent)";39,9
"11 Rogaland";"1993M08";"Kapasitetsutnytting av rom (prosent)";52,5
"11 Rogaland";"1993M08";"Pris per rom (kr)";561
"11 Rogaland";"1993M09";"Kapasitetsutnytting av senger (prosent)";38
"11 Rogaland";"1993M09";"Kapasitetsutnytting av rom (prosent)";55,9
"11 Rogaland";"1993M09";"Pris per rom (kr)";599
"11 Rogaland";"1993M10";"Kapasitetsutnytting av senger (prosent)";35,1
"11 Rogaland";"1993M10";"Kapasitetsutnytting av rom (prosent)";52,2
"11 Rogaland";"1993M10";"Pris per rom (kr)";559
"11 Rogaland";"1993M11";"Kapasitetsutnytting av senger (prosent)";39,4
"11 Rogaland";"1993M11";"Kapasitetsutnytting av rom (prosent)";59,7
"11 Rogaland";"1993M11";"Pris per rom (kr)";585
"11 Rogaland";"1993M12";"Kapasitetsutnytting av senger (prosent)";28,5
"11 Rogaland";"1993M12";"Kapasitetsutnytting av rom (prosent)";41
"11 Rogaland";"1993M12";"Pris per rom (kr)";583
"11 Rogaland";"1994M01";"Kapasitetsutnytting av senger (prosent)";28,7
"11 Rogaland";"1994M01";"Kapasitetsutnytting av rom (prosent)";42,8
"11 Rogaland";"1994M01";"Pris per rom (kr)";582
"11 Rogaland";"1994M02";"Kapasitetsutnytting av senger (prosent)";30
"11 Rogaland";"1994M02";"Kapasitetsutnytting av rom (prosent)";43,4
"11 Rogaland";"1994M02";"Pris per rom (kr)";599
"11 Rogaland";"1994M03";"Kapasitetsutnytting av senger (prosent)";34,4
"11 Rogaland";"1994M03";"Kapasitetsutnytting av rom (prosent)";50,5
"11 Rogaland";"1994M03";"Pris per rom (kr)";590
"11 Rogaland";"1994M04";"Kapasitetsutnytting av senger (prosent)";37,5
"11 Rogaland";"1994M04";"Kapasitetsutnytting av rom (prosent)";55,1
"11 Rogaland";"1994M04";"Pris per rom (kr)";579
"11 Rogaland";"1994M05";"Kapasitetsutnytting av senger (prosent)";34,6
"11 Rogaland";"1994M05";"Kapasitetsutnytting av rom (prosent)";48,4
"11 Rogaland";"1994M05";"Pris per rom (kr)";620
"11 Rogaland";"1994M06";"Kapasitetsutnytting av senger (prosent)";47,1
"11 Rogaland";"1994M06";"Kapasitetsutnytting av rom (prosent)";63,5
"11 Rogaland";"1994M06";"Pris per rom (kr)";564
"11 Rogaland";"1994M07";"Kapasitetsutnytting av senger (prosent)";44,1
"11 Rogaland";"1994M07";"Kapasitetsutnytting av rom (prosent)";48,6
"11 Rogaland";"1994M07";"Pris per rom (kr)";469
"11 Rogaland";"1994M08";"Kapasitetsutnytting av senger (prosent)";49,5
"11 Rogaland";"1994M08";"Kapasitetsutnytting av rom (prosent)";63,8
"11 Rogaland";"1994M08";"Pris per rom (kr)";573
"11 Rogaland";"1994M09";"Kapasitetsutnytting av senger (prosent)";39,3
"11 Rogaland";"1994M09";"Kapasitetsutnytting av rom (prosent)";56,7
"11 Rogaland";"1994M09";"Pris per rom (kr)";576
"11 Rogaland";"1994M10";"Kapasitetsutnytting av senger (prosent)";37,2
"11 Rogaland";"1994M10";"Kapasitetsutnytting av rom (prosent)";53,4
"11 Rogaland";"1994M10";"Pris per rom (kr)";605
"11 Rogaland";"1994M11";"Kapasitetsutnytting av senger (prosent)";40,4
"11 Rogaland";"1994M11";"Kapasitetsutnytting av rom (prosent)";60,6
"11 Rogaland";"1994M11";"Pris per rom (kr)";553
"11 Rogaland";"1994M12";"Kapasitetsutnytting av senger (prosent)";27,3
"11 Rogaland";"1994M12";"Kapasitetsutnytting av rom (prosent)";39,5
"11 Rogaland";"1994M12";"Pris per rom (kr)";585
"11 Rogaland";"1995M01";"Kapasitetsutnytting av senger (prosent)";29,8
"11 Rogaland";"1995M01";"Kapasitetsutnytting av rom (prosent)";45,6
"11 Rogaland";"1995M01";"Pris per rom (kr)";588
"11 Rogaland";"1995M02";"Kapasitetsutnytting av senger (prosent)";35,2
"11 Rogaland";"1995M02";"Kapasitetsutnytting av rom (prosent)";52,5
"11 Rogaland";"1995M02";"Pris per rom (kr)";586
"11 Rogaland";"1995M03";"Kapasitetsutnytting av senger (prosent)";40,3
"11 Rogaland";"1995M03";"Kapasitetsutnytting av rom (prosent)";59,6
"11 Rogaland";"1995M03";"Pris per rom (kr)";589
"11 Rogaland";"1995M04";"Kapasitetsutnytting av senger (prosent)";33,8
"11 Rogaland";"1995M04";"Kapasitetsutnytting av rom (prosent)";49,1
"11 Rogaland";"1995M04";"Pris per rom (kr)";576
"11 Rogaland";"1995M05";"Kapasitetsutnytting av senger (prosent)";34,5
"11 Rogaland";"1995M05";"Kapasitetsutnytting av rom (prosent)";51,2
"11 Rogaland";"1995M05";"Pris per rom (kr)";595
"11 Rogaland";"1995M06";"Kapasitetsutnytting av senger (prosent)";44,2
"11 Rogaland";"1995M06";"Kapasitetsutnytting av rom (prosent)";59,9
"11 Rogaland";"1995M06";"Pris per rom (kr)";561
"11 Rogaland";"1995M07";"Kapasitetsutnytting av senger (prosent)";45,8
"11 Rogaland";"1995M07";"Kapasitetsutnytting av rom (prosent)";50,6
"11 Rogaland";"1995M07";"Pris per rom (kr)";477
"11 Rogaland";"1995M08";"Kapasitetsutnytting av senger (prosent)";43,7
"11 Rogaland";"1995M08";"Kapasitetsutnytting av rom (prosent)";57,9
"11 Rogaland";"1995M08";"Pris per rom (kr)";592
"11 Rogaland";"1995M09";"Kapasitetsutnytting av senger (prosent)";37,3
"11 Rogaland";"1995M09";"Kapasitetsutnytting av rom (prosent)";55
"11 Rogaland";"1995M09";"Pris per rom (kr)";588
"11 Rogaland";"1995M10";"Kapasitetsutnytting av senger (prosent)";33,5
"11 Rogaland";"1995M10";"Kapasitetsutnytting av rom (prosent)";50,8
"11 Rogaland";"1995M10";"Pris per rom (kr)";605
"11 Rogaland";"1995M11";"Kapasitetsutnytting av senger (prosent)";36,3
"11 Rogaland";"1995M11";"Kapasitetsutnytting av rom (prosent)";56
"11 Rogaland";"1995M11";"Pris per rom (kr)";595
"11 Rogaland";"1995M12";"Kapasitetsutnytting av senger (prosent)";27,1
"11 Rogaland";"1995M12";"Kapasitetsutnytting av rom (prosent)";38
"11 Rogaland";"1995M12";"Pris per rom (kr)";605
"11 Rogaland";"1996M01";"Kapasitetsutnytting av senger (prosent)";29,1
"11 Rogaland";"1996M01";"Kapasitetsutnytting av rom (prosent)";45,7
"11 Rogaland";"1996M01";"Pris per rom (kr)";602
"11 Rogaland";"1996M02";"Kapasitetsutnytting av senger (prosent)";33,5
"11 Rogaland";"1996M02";"Kapasitetsutnytting av rom (prosent)";51,6
"11 Rogaland";"1996M02";"Pris per rom (kr)";597
"11 Rogaland";"1996M03";"Kapasitetsutnytting av senger (prosent)";38,6
"11 Rogaland";"1996M03";"Kapasitetsutnytting av rom (prosent)";56,7
"11 Rogaland";"1996M03";"Pris per rom (kr)";601
"11 Rogaland";"1996M04";"Kapasitetsutnytting av senger (prosent)";38,8
"11 Rogaland";"1996M04";"Kapasitetsutnytting av rom (prosent)";56,2
"11 Rogaland";"1996M04";"Pris per rom (kr)";602
"11 Rogaland";"1996M05";"Kapasitetsutnytting av senger (prosent)";36,9
"11 Rogaland";"1996M05";"Kapasitetsutnytting av rom (prosent)";54
"11 Rogaland";"1996M05";"Pris per rom (kr)";584
"11 Rogaland";"1996M06";"Kapasitetsutnytting av senger (prosent)";51,5
"11 Rogaland";"1996M06";"Kapasitetsutnytting av rom (prosent)";67,1
"11 Rogaland";"1996M06";"Pris per rom (kr)";612
"11 Rogaland";"1996M07";"Kapasitetsutnytting av senger (prosent)";46,6
"11 Rogaland";"1996M07";"Kapasitetsutnytting av rom (prosent)";49,4
"11 Rogaland";"1996M07";"Pris per rom (kr)";518
"11 Rogaland";"1996M08";"Kapasitetsutnytting av senger (prosent)";48,1
"11 Rogaland";"1996M08";"Kapasitetsutnytting av rom (prosent)";62,3
"11 Rogaland";"1996M08";"Pris per rom (kr)";634
"11 Rogaland";"1996M09";"Kapasitetsutnytting av senger (prosent)";42,2
"11 Rogaland";"1996M09";"Kapasitetsutnytting av rom (prosent)";62,2
"11 Rogaland";"1996M09";"Pris per rom (kr)";624
"11 Rogaland";"1996M10";"Kapasitetsutnytting av senger (prosent)";41,6
"11 Rogaland";"1996M10";"Kapasitetsutnytting av rom (prosent)";62,2
"11 Rogaland";"1996M10";"Pris per rom (kr)";623
"11 Rogaland";"1996M11";"Kapasitetsutnytting av senger (prosent)";41,5
"11 Rogaland";"1996M11";"Kapasitetsutnytting av rom (prosent)";60,8
"11 Rogaland";"1996M11";"Pris per rom (kr)";616
"11 Rogaland";"1996M12";"Kapasitetsutnytting av senger (prosent)";27,9
"11 Rogaland";"1996M12";"Kapasitetsutnytting av rom (prosent)";41,1
"11 Rogaland";"1996M12";"Pris per rom (kr)";605
"11 Rogaland";"1997M01";"Kapasitetsutnytting av senger (prosent)";32,7
"11 Rogaland";"1997M01";"Kapasitetsutnytting av rom (prosent)";51,4
"11 Rogaland";"1997M01";"Pris per rom (kr)";617
"11 Rogaland";"1997M02";"Kapasitetsutnytting av senger (prosent)";40
"11 Rogaland";"1997M02";"Kapasitetsutnytting av rom (prosent)";60,6
"11 Rogaland";"1997M02";"Pris per rom (kr)";637
"11 Rogaland";"1997M03";"Kapasitetsutnytting av senger (prosent)";38,2
"11 Rogaland";"1997M03";"Kapasitetsutnytting av rom (prosent)";58
"11 Rogaland";"1997M03";"Pris per rom (kr)";615
"11 Rogaland";"1997M04";"Kapasitetsutnytting av senger (prosent)";42,4
"11 Rogaland";"1997M04";"Kapasitetsutnytting av rom (prosent)";65,2
"11 Rogaland";"1997M04";"Pris per rom (kr)";641
"11 Rogaland";"1997M05";"Kapasitetsutnytting av senger (prosent)";38,2
"11 Rogaland";"1997M05";"Kapasitetsutnytting av rom (prosent)";54,9
"11 Rogaland";"1997M05";"Pris per rom (kr)";628
"11 Rogaland";"1997M06";"Kapasitetsutnytting av senger (prosent)";52
"11 Rogaland";"1997M06";"Kapasitetsutnytting av rom (prosent)";69,7
"11 Rogaland";"1997M06";"Pris per rom (kr)";624
"11 Rogaland";"1997M07";"Kapasitetsutnytting av senger (prosent)";47,7
"11 Rogaland";"1997M07";"Kapasitetsutnytting av rom (prosent)";53,3
"11 Rogaland";"1997M07";"Pris per rom (kr)";524
"11 Rogaland";"1997M08";"Kapasitetsutnytting av senger (prosent)";47,4
"11 Rogaland";"1997M08";"Kapasitetsutnytting av rom (prosent)";62
"11 Rogaland";"1997M08";"Pris per rom (kr)";635
"11 Rogaland";"1997M09";"Kapasitetsutnytting av senger (prosent)";43
"11 Rogaland";"1997M09";"Kapasitetsutnytting av rom (prosent)";65,6
"11 Rogaland";"1997M09";"Pris per rom (kr)";631
"11 Rogaland";"1997M10";"Kapasitetsutnytting av senger (prosent)";42,7
"11 Rogaland";"1997M10";"Kapasitetsutnytting av rom (prosent)";65,4
"11 Rogaland";"1997M10";"Pris per rom (kr)";630
"11 Rogaland";"1997M11";"Kapasitetsutnytting av senger (prosent)";45,1
"11 Rogaland";"1997M11";"Kapasitetsutnytting av rom (prosent)";68,1
"11 Rogaland";"1997M11";"Pris per rom (kr)";647
"11 Rogaland";"1997M12";"Kapasitetsutnytting av senger (prosent)";33,6
"11 Rogaland";"1997M12";"Kapasitetsutnytting av rom (prosent)";50,8
"11 Rogaland";"1997M12";"Pris per rom (kr)";638
"11 Rogaland";"1998M01";"Kapasitetsutnytting av senger (prosent)";35,9
"11 Rogaland";"1998M01";"Kapasitetsutnytting av rom (prosent)";56
"11 Rogaland";"1998M01";"Pris per rom (kr)";646
"11 Rogaland";"1998M02";"Kapasitetsutnytting av senger (prosent)";40,8
"11 Rogaland";"1998M02";"Kapasitetsutnytting av rom (prosent)";63,9
"11 Rogaland";"1998M02";"Pris per rom (kr)";674
"11 Rogaland";"1998M03";"Kapasitetsutnytting av senger (prosent)";44,7
"11 Rogaland";"1998M03";"Kapasitetsutnytting av rom (prosent)";68,5
"11 Rogaland";"1998M03";"Pris per rom (kr)";673
"11 Rogaland";"1998M04";"Kapasitetsutnytting av senger (prosent)";34,8
"11 Rogaland";"1998M04";"Kapasitetsutnytting av rom (prosent)";51,9
"11 Rogaland";"1998M04";"Pris per rom (kr)";684
"11 Rogaland";"1998M05";"Kapasitetsutnytting av senger (prosent)";40,6
"11 Rogaland";"1998M05";"Kapasitetsutnytting av rom (prosent)";59,3
"11 Rogaland";"1998M05";"Pris per rom (kr)";672
"11 Rogaland";"1998M06";"Kapasitetsutnytting av senger (prosent)";50,4
"11 Rogaland";"1998M06";"Kapasitetsutnytting av rom (prosent)";69,9
"11 Rogaland";"1998M06";"Pris per rom (kr)";652
"11 Rogaland";"1998M07";"Kapasitetsutnytting av senger (prosent)";50,6
"11 Rogaland";"1998M07";"Kapasitetsutnytting av rom (prosent)";58,6
"11 Rogaland";"1998M07";"Pris per rom (kr)";552
"11 Rogaland";"1998M08";"Kapasitetsutnytting av senger (prosent)";52,7
"11 Rogaland";"1998M08";"Kapasitetsutnytting av rom (prosent)";69,8
"11 Rogaland";"1998M08";"Pris per rom (kr)";690
"11 Rogaland";"1998M09";"Kapasitetsutnytting av senger (prosent)";47,8
"11 Rogaland";"1998M09";"Kapasitetsutnytting av rom (prosent)";71,5
"11 Rogaland";"1998M09";"Pris per rom (kr)";704
"11 Rogaland";"1998M10";"Kapasitetsutnytting av senger (prosent)";44,1
"11 Rogaland";"1998M10";"Kapasitetsutnytting av rom (prosent)";64,8
"11 Rogaland";"1998M10";"Pris per rom (kr)";662
"11 Rogaland";"1998M11";"Kapasitetsutnytting av senger (prosent)";46,6
"11 Rogaland";"1998M11";"Kapasitetsutnytting av rom (prosent)";70,3
"11 Rogaland";"1998M11";"Pris per rom (kr)";689
"11 Rogaland";"1998M12";"Kapasitetsutnytting av senger (prosent)";37,3
"11 Rogaland";"1998M12";"Kapasitetsutnytting av rom (prosent)";54,7
"11 Rogaland";"1998M12";"Pris per rom (kr)";692
"11 Rogaland";"1999M01";"Kapasitetsutnytting av senger (prosent)";38,3
"11 Rogaland";"1999M01";"Kapasitetsutnytting av rom (prosent)";57,7
"11 Rogaland";"1999M01";"Pris per rom (kr)";684
"11 Rogaland";"1999M02";"Kapasitetsutnytting av senger (prosent)";47,2
"11 Rogaland";"1999M02";"Kapasitetsutnytting av rom (prosent)";70,1
"11 Rogaland";"1999M02";"Pris per rom (kr)";733
"11 Rogaland";"1999M03";"Kapasitetsutnytting av senger (prosent)";42,5
"11 Rogaland";"1999M03";"Kapasitetsutnytting av rom (prosent)";64,9
"11 Rogaland";"1999M03";"Pris per rom (kr)";699
"11 Rogaland";"1999M04";"Kapasitetsutnytting av senger (prosent)";44,9
"11 Rogaland";"1999M04";"Kapasitetsutnytting av rom (prosent)";65,5
"11 Rogaland";"1999M04";"Pris per rom (kr)";712
"11 Rogaland";"1999M05";"Kapasitetsutnytting av senger (prosent)";43,1
"11 Rogaland";"1999M05";"Kapasitetsutnytting av rom (prosent)";61,1
"11 Rogaland";"1999M05";"Pris per rom (kr)";694
"11 Rogaland";"1999M06";"Kapasitetsutnytting av senger (prosent)";55,5
"11 Rogaland";"1999M06";"Kapasitetsutnytting av rom (prosent)";75,6
"11 Rogaland";"1999M06";"Pris per rom (kr)";688
"11 Rogaland";"1999M07";"Kapasitetsutnytting av senger (prosent)";51,1
"11 Rogaland";"1999M07";"Kapasitetsutnytting av rom (prosent)";59,4
"11 Rogaland";"1999M07";"Pris per rom (kr)";593
"11 Rogaland";"1999M08";"Kapasitetsutnytting av senger (prosent)";54,5
"11 Rogaland";"1999M08";"Kapasitetsutnytting av rom (prosent)";68,1
"11 Rogaland";"1999M08";"Pris per rom (kr)";737
"11 Rogaland";"1999M09";"Kapasitetsutnytting av senger (prosent)";46,9
"11 Rogaland";"1999M09";"Kapasitetsutnytting av rom (prosent)";65,8
"11 Rogaland";"1999M09";"Pris per rom (kr)";744
"11 Rogaland";"1999M10";"Kapasitetsutnytting av senger (prosent)";42,5
"11 Rogaland";"1999M10";"Kapasitetsutnytting av rom (prosent)";62,6
"11 Rogaland";"1999M10";"Pris per rom (kr)";694
"11 Rogaland";"1999M11";"Kapasitetsutnytting av senger (prosent)";44,6
"11 Rogaland";"1999M11";"Kapasitetsutnytting av rom (prosent)";62,5
"11 Rogaland";"1999M11";"Pris per rom (kr)";711
"11 Rogaland";"1999M12";"Kapasitetsutnytting av senger (prosent)";32
"11 Rogaland";"1999M12";"Kapasitetsutnytting av rom (prosent)";46,1
"11 Rogaland";"1999M12";"Pris per rom (kr)";679
"11 Rogaland";"2000M01";"Kapasitetsutnytting av senger (prosent)";30,7
"11 Rogaland";"2000M01";"Kapasitetsutnytting av rom (prosent)";48,1
"11 Rogaland";"2000M01";"Pris per rom (kr)";679
"11 Rogaland";"2000M02";"Kapasitetsutnytting av senger (prosent)";36,2
"11 Rogaland";"2000M02";"Kapasitetsutnytting av rom (prosent)";56,9
"11 Rogaland";"2000M02";"Pris per rom (kr)";694
"11 Rogaland";"2000M03";"Kapasitetsutnytting av senger (prosent)";34,5
"11 Rogaland";"2000M03";"Kapasitetsutnytting av rom (prosent)";53,6
"11 Rogaland";"2000M03";"Pris per rom (kr)";696
"11 Rogaland";"2000M04";"Kapasitetsutnytting av senger (prosent)";30,6
"11 Rogaland";"2000M04";"Kapasitetsutnytting av rom (prosent)";44,6
"11 Rogaland";"2000M04";"Pris per rom (kr)";670
"11 Rogaland";"2000M05";"Kapasitetsutnytting av senger (prosent)";39,5
"11 Rogaland";"2000M05";"Kapasitetsutnytting av rom (prosent)";57,5
"11 Rogaland";"2000M05";"Pris per rom (kr)";685
"11 Rogaland";"2000M06";"Kapasitetsutnytting av senger (prosent)";45,4
"11 Rogaland";"2000M06";"Kapasitetsutnytting av rom (prosent)";62,8
"11 Rogaland";"2000M06";"Pris per rom (kr)";694
"11 Rogaland";"2000M07";"Kapasitetsutnytting av senger (prosent)";44,4
"11 Rogaland";"2000M07";"Kapasitetsutnytting av rom (prosent)";48,4
"11 Rogaland";"2000M07";"Pris per rom (kr)";569
"11 Rogaland";"2000M08";"Kapasitetsutnytting av senger (prosent)";44,2
"11 Rogaland";"2000M08";"Kapasitetsutnytting av rom (prosent)";60,1
"11 Rogaland";"2000M08";"Pris per rom (kr)";744
"11 Rogaland";"2000M09";"Kapasitetsutnytting av senger (prosent)";37
"11 Rogaland";"2000M09";"Kapasitetsutnytting av rom (prosent)";56,4
"11 Rogaland";"2000M09";"Pris per rom (kr)";693
"11 Rogaland";"2000M10";"Kapasitetsutnytting av senger (prosent)";35
"11 Rogaland";"2000M10";"Kapasitetsutnytting av rom (prosent)";52,7
"11 Rogaland";"2000M10";"Pris per rom (kr)";692
"11 Rogaland";"2000M11";"Kapasitetsutnytting av senger (prosent)";36,3
"11 Rogaland";"2000M11";"Kapasitetsutnytting av rom (prosent)";55
"11 Rogaland";"2000M11";"Pris per rom (kr)";695
"11 Rogaland";"2000M12";"Kapasitetsutnytting av senger (prosent)";28,2
"11 Rogaland";"2000M12";"Kapasitetsutnytting av rom (prosent)";40,6
"11 Rogaland";"2000M12";"Pris per rom (kr)";693
"11 Rogaland";"2001M01";"Kapasitetsutnytting av senger (prosent)";26,3
"11 Rogaland";"2001M01";"Kapasitetsutnytting av rom (prosent)";42,2
"11 Rogaland";"2001M01";"Pris per rom (kr)";716
"11 Rogaland";"2001M02";"Kapasitetsutnytting av senger (prosent)";35,1
"11 Rogaland";"2001M02";"Kapasitetsutnytting av rom (prosent)";54,8
"11 Rogaland";"2001M02";"Pris per rom (kr)";689
"11 Rogaland";"2001M03";"Kapasitetsutnytting av senger (prosent)";38
"11 Rogaland";"2001M03";"Kapasitetsutnytting av rom (prosent)";57
"11 Rogaland";"2001M03";"Pris per rom (kr)";674
"11 Rogaland";"2001M04";"Kapasitetsutnytting av senger (prosent)";31,2
"11 Rogaland";"2001M04";"Kapasitetsutnytting av rom (prosent)";47,3
"11 Rogaland";"2001M04";"Pris per rom (kr)";681
"11 Rogaland";"2001M05";"Kapasitetsutnytting av senger (prosent)";38
"11 Rogaland";"2001M05";"Kapasitetsutnytting av rom (prosent)";56,4
"11 Rogaland";"2001M05";"Pris per rom (kr)";690
"11 Rogaland";"2001M06";"Kapasitetsutnytting av senger (prosent)";45,5
"11 Rogaland";"2001M06";"Kapasitetsutnytting av rom (prosent)";62,7
"11 Rogaland";"2001M06";"Pris per rom (kr)";701
"11 Rogaland";"2001M07";"Kapasitetsutnytting av senger (prosent)";41,9
"11 Rogaland";"2001M07";"Kapasitetsutnytting av rom (prosent)";46,5
"11 Rogaland";"2001M07";"Pris per rom (kr)";577
"11 Rogaland";"2001M08";"Kapasitetsutnytting av senger (prosent)";41,6
"11 Rogaland";"2001M08";"Kapasitetsutnytting av rom (prosent)";55,5
"11 Rogaland";"2001M08";"Pris per rom (kr)";679
"11 Rogaland";"2001M09";"Kapasitetsutnytting av senger (prosent)";39,3
"11 Rogaland";"2001M09";"Kapasitetsutnytting av rom (prosent)";59
"11 Rogaland";"2001M09";"Pris per rom (kr)";686
"11 Rogaland";"2001M10";"Kapasitetsutnytting av senger (prosent)";36,9
"11 Rogaland";"2001M10";"Kapasitetsutnytting av rom (prosent)";57
"11 Rogaland";"2001M10";"Pris per rom (kr)";715
"11 Rogaland";"2001M11";"Kapasitetsutnytting av senger (prosent)";37,7
"11 Rogaland";"2001M11";"Kapasitetsutnytting av rom (prosent)";57,1
"11 Rogaland";"2001M11";"Pris per rom (kr)";680
"11 Rogaland";"2001M12";"Kapasitetsutnytting av senger (prosent)";25,8
"11 Rogaland";"2001M12";"Kapasitetsutnytting av rom (prosent)";37,5
"11 Rogaland";"2001M12";"Pris per rom (kr)";689
"11 Rogaland";"2002M01";"Kapasitetsutnytting av senger (prosent)";26,7
"11 Rogaland";"2002M01";"Kapasitetsutnytting av rom (prosent)";42,5
"11 Rogaland";"2002M01";"Pris per rom (kr)";706
"11 Rogaland";"2002M02";"Kapasitetsutnytting av senger (prosent)";32,1
"11 Rogaland";"2002M02";"Kapasitetsutnytting av rom (prosent)";46,9
"11 Rogaland";"2002M02";"Pris per rom (kr)";741
"11 Rogaland";"2002M03";"Kapasitetsutnytting av senger (prosent)";31,7
"11 Rogaland";"2002M03";"Kapasitetsutnytting av rom (prosent)";47,1
"11 Rogaland";"2002M03";"Pris per rom (kr)";698
"11 Rogaland";"2002M04";"Kapasitetsutnytting av senger (prosent)";34,1
"11 Rogaland";"2002M04";"Kapasitetsutnytting av rom (prosent)";53,5
"11 Rogaland";"2002M04";"Pris per rom (kr)";714
