"region";"måned";"statistikkvariabel";"03616: Hotell og liknande overnattingsbedrifter. Kapasitetsutnytting og pris per rom, etter region, måned og statistikkvariabel"
"0 Hele landet";"2006M04";"Kapasitetsutnytting av rom (prosent)";45,3
"0 Hele landet";"2006M04";"Pris per rom (kr)";754
"0 Hele landet";"2006M05";"Kapasitetsutnytting av senger (prosent)";32,7
"0 Hele landet";"2006M05";"Kapasitetsutnytting av rom (prosent)";50,5
"0 Hele landet";"2006M05";"Pris per rom (kr)";762
"0 Hele landet";"2006M06";"Kapasitetsutnytting av senger (prosent)";45,3
"0 Hele landet";"2006M06";"Kapasitetsutnytting av rom (prosent)";62,7
"0 Hele landet";"2006M06";"Pris per rom (kr)";736
"0 Hele landet";"2006M07";"Kapasitetsutnytting av senger (prosent)";56,1
"0 Hele landet";"2006M07";"Kapasitetsutnytting av rom (prosent)";62
"0 Hele landet";"2006M07";"Pris per rom (kr)";680
"0 Hele landet";"2006M08";"Kapasitetsutnytting av senger (prosent)";50,1
"0 Hele landet";"2006M08";"Kapasitetsutnytting av rom (prosent)";64,6
"0 Hele landet";"2006M08";"Pris per rom (kr)";738
"0 Hele landet";"2006M09";"Kapasitetsutnytting av senger (prosent)";38,9
"0 Hele landet";"2006M09";"Kapasitetsutnytting av rom (prosent)";59,5
"0 Hele landet";"2006M09";"Pris per rom (kr)";753
"0 Hele landet";"2006M10";"Kapasitetsutnytting av senger (prosent)";33,8
"0 Hele landet";"2006M10";"Kapasitetsutnytting av rom (prosent)";53,6
"0 Hele landet";"2006M10";"Pris per rom (kr)";764
"0 Hele landet";"2006M11";"Kapasitetsutnytting av senger (prosent)";35,1
"0 Hele landet";"2006M11";"Kapasitetsutnytting av rom (prosent)";57,5
"0 Hele landet";"2006M11";"Pris per rom (kr)";782
"0 Hele landet";"2006M12";"Kapasitetsutnytting av senger (prosent)";28,5
"0 Hele landet";"2006M12";"Kapasitetsutnytting av rom (prosent)";41,4
"0 Hele landet";"2006M12";"Pris per rom (kr)";767
"0 Hele landet";"2007M01";"Kapasitetsutnytting av senger (prosent)";31,6
"0 Hele landet";"2007M01";"Kapasitetsutnytting av rom (prosent)";48,2
"0 Hele landet";"2007M01";"Pris per rom (kr)";788
"0 Hele landet";"2007M02";"Kapasitetsutnytting av senger (prosent)";38,6
"0 Hele landet";"2007M02";"Kapasitetsutnytting av rom (prosent)";53,7
"0 Hele landet";"2007M02";"Pris per rom (kr)";810
"0 Hele landet";"2007M03";"Kapasitetsutnytting av senger (prosent)";40
"0 Hele landet";"2007M03";"Kapasitetsutnytting av rom (prosent)";58
"0 Hele landet";"2007M03";"Pris per rom (kr)";822
"0 Hele landet";"2007M04";"Kapasitetsutnytting av senger (prosent)";32,7
"0 Hele landet";"2007M04";"Kapasitetsutnytting av rom (prosent)";47,5
"0 Hele landet";"2007M04";"Pris per rom (kr)";817
"0 Hele landet";"2007M05";"Kapasitetsutnytting av senger (prosent)";33,2
"0 Hele landet";"2007M05";"Kapasitetsutnytting av rom (prosent)";51,4
"0 Hele landet";"2007M05";"Pris per rom (kr)";827
"0 Hele landet";"2007M06";"Kapasitetsutnytting av senger (prosent)";47,1
"0 Hele landet";"2007M06";"Kapasitetsutnytting av rom (prosent)";66,9
"0 Hele landet";"2007M06";"Pris per rom (kr)";807
"0 Hele landet";"2007M07";"Kapasitetsutnytting av senger (prosent)";55,2
"0 Hele landet";"2007M07";"Kapasitetsutnytting av rom (prosent)";63,4
"0 Hele landet";"2007M07";"Pris per rom (kr)";729
"0 Hele landet";"2007M08";"Kapasitetsutnytting av senger (prosent)";50,7
"0 Hele landet";"2007M08";"Kapasitetsutnytting av rom (prosent)";66,6
"0 Hele landet";"2007M08";"Pris per rom (kr)";786
"0 Hele landet";"2007M09";"Kapasitetsutnytting av senger (prosent)";39
"0 Hele landet";"2007M09";"Kapasitetsutnytting av rom (prosent)";60,9
"0 Hele landet";"2007M09";"Pris per rom (kr)";844
"0 Hele landet";"2007M10";"Kapasitetsutnytting av senger (prosent)";35,4
"0 Hele landet";"2007M10";"Kapasitetsutnytting av rom (prosent)";57,3
"0 Hele landet";"2007M10";"Pris per rom (kr)";838
"0 Hele landet";"2007M11";"Kapasitetsutnytting av senger (prosent)";35,4
"0 Hele landet";"2007M11";"Kapasitetsutnytting av rom (prosent)";58,4
"0 Hele landet";"2007M11";"Pris per rom (kr)";858
"0 Hele landet";"2007M12";"Kapasitetsutnytting av senger (prosent)";27,9
"0 Hele landet";"2007M12";"Kapasitetsutnytting av rom (prosent)";42,1
"0 Hele landet";"2007M12";"Pris per rom (kr)";849
"0 Hele landet";"2008M01";"Kapasitetsutnytting av senger (prosent)";31,5
"0 Hele landet";"2008M01";"Kapasitetsutnytting av rom (prosent)";49,5
"0 Hele landet";"2008M01";"Pris per rom (kr)";870
"0 Hele landet";"2008M02";"Kapasitetsutnytting av senger (prosent)";38,1
"0 Hele landet";"2008M02";"Kapasitetsutnytting av rom (prosent)";53,7
"0 Hele landet";"2008M02";"Pris per rom (kr)";895
"0 Hele landet";"2008M03";"Kapasitetsutnytting av senger (prosent)";34,7
"0 Hele landet";"2008M03";"Kapasitetsutnytting av rom (prosent)";47,5
"0 Hele landet";"2008M03";"Pris per rom (kr)";886
"0 Hele landet";"2008M04";"Kapasitetsutnytting av senger (prosent)";34
"0 Hele landet";"2008M04";"Kapasitetsutnytting av rom (prosent)";55,6
"0 Hele landet";"2008M04";"Pris per rom (kr)";890
"0 Hele landet";"2008M05";"Kapasitetsutnytting av senger (prosent)";34,4
"0 Hele landet";"2008M05";"Kapasitetsutnytting av rom (prosent)";53,5
"0 Hele landet";"2008M05";"Pris per rom (kr)";880
"0 Hele landet";"2008M06";"Kapasitetsutnytting av senger (prosent)";45,6
"0 Hele landet";"2008M06";"Kapasitetsutnytting av rom (prosent)";65,6
"0 Hele landet";"2008M06";"Pris per rom (kr)";862
"0 Hele landet";"2008M07";"Kapasitetsutnytting av senger (prosent)";52,4
"0 Hele landet";"2008M07";"Kapasitetsutnytting av rom (prosent)";61,2
"0 Hele landet";"2008M07";"Pris per rom (kr)";776
"0 Hele landet";"2008M08";"Kapasitetsutnytting av senger (prosent)";46,7
"0 Hele landet";"2008M08";"Kapasitetsutnytting av rom (prosent)";62,8
"0 Hele landet";"2008M08";"Pris per rom (kr)";854
"0 Hele landet";"2008M09";"Kapasitetsutnytting av senger (prosent)";37,9
"0 Hele landet";"2008M09";"Kapasitetsutnytting av rom (prosent)";60,4
"0 Hele landet";"2008M09";"Pris per rom (kr)";885
"0 Hele landet";"2008M10";"Kapasitetsutnytting av senger (prosent)";33,6
"0 Hele landet";"2008M10";"Kapasitetsutnytting av rom (prosent)";54,8
"0 Hele landet";"2008M10";"Pris per rom (kr)";897
"0 Hele landet";"2008M11";"Kapasitetsutnytting av senger (prosent)";33,3
"0 Hele landet";"2008M11";"Kapasitetsutnytting av rom (prosent)";55,1
"0 Hele landet";"2008M11";"Pris per rom (kr)";896
"0 Hele landet";"2008M12";"Kapasitetsutnytting av senger (prosent)";25,7
"0 Hele landet";"2008M12";"Kapasitetsutnytting av rom (prosent)";39
"0 Hele landet";"2008M12";"Pris per rom (kr)";858
"0 Hele landet";"2009M01";"Kapasitetsutnytting av senger (prosent)";28,4
"0 Hele landet";"2009M01";"Kapasitetsutnytting av rom (prosent)";43,1
"0 Hele landet";"2009M01";"Pris per rom (kr)";884
"0 Hele landet";"2009M02";"Kapasitetsutnytting av senger (prosent)";33,6
"0 Hele landet";"2009M02";"Kapasitetsutnytting av rom (prosent)";48,3
"0 Hele landet";"2009M02";"Pris per rom (kr)";907
"0 Hele landet";"2009M03";"Kapasitetsutnytting av senger (prosent)";33,6
"0 Hele landet";"2009M03";"Kapasitetsutnytting av rom (prosent)";51,7
"0 Hele landet";"2009M03";"Pris per rom (kr)";897
"0 Hele landet";"2009M04";"Kapasitetsutnytting av senger (prosent)";28,5
"0 Hele landet";"2009M04";"Kapasitetsutnytting av rom (prosent)";42,1
"0 Hele landet";"2009M04";"Pris per rom (kr)";870
"0 Hele landet";"2009M05";"Kapasitetsutnytting av senger (prosent)";30,7
"0 Hele landet";"2009M05";"Kapasitetsutnytting av rom (prosent)";47,4
"0 Hele landet";"2009M05";"Pris per rom (kr)";884
"0 Hele landet";"2009M06";"Kapasitetsutnytting av senger (prosent)";41,7
"0 Hele landet";"2009M06";"Kapasitetsutnytting av rom (prosent)";61,5
"0 Hele landet";"2009M06";"Pris per rom (kr)";882
"0 Hele landet";"2009M07";"Kapasitetsutnytting av senger (prosent)";51,1
"0 Hele landet";"2009M07";"Kapasitetsutnytting av rom (prosent)";57,6
"0 Hele landet";"2009M07";"Pris per rom (kr)";778
"0 Hele landet";"2009M08";"Kapasitetsutnytting av senger (prosent)";43,3
"0 Hele landet";"2009M08";"Kapasitetsutnytting av rom (prosent)";57,1
"0 Hele landet";"2009M08";"Pris per rom (kr)";823
"0 Hele landet";"2009M09";"Kapasitetsutnytting av senger (prosent)";35,1
"0 Hele landet";"2009M09";"Kapasitetsutnytting av rom (prosent)";55,1
"0 Hele landet";"2009M09";"Pris per rom (kr)";875
"0 Hele landet";"2009M10";"Kapasitetsutnytting av senger (prosent)";31,8
"0 Hele landet";"2009M10";"Kapasitetsutnytting av rom (prosent)";50,8
"0 Hele landet";"2009M10";"Pris per rom (kr)";856
"0 Hele landet";"2009M11";"Kapasitetsutnytting av senger (prosent)";30,2
"0 Hele landet";"2009M11";"Kapasitetsutnytting av rom (prosent)";50,9
"0 Hele landet";"2009M11";"Pris per rom (kr)";880
"0 Hele landet";"2009M12";"Kapasitetsutnytting av senger (prosent)";24,8
"0 Hele landet";"2009M12";"Kapasitetsutnytting av rom (prosent)";37,3
"0 Hele landet";"2009M12";"Pris per rom (kr)";862
"0 Hele landet";"2010M01";"Kapasitetsutnytting av senger (prosent)";25,9
"0 Hele landet";"2010M01";"Kapasitetsutnytting av rom (prosent)";39,9
"0 Hele landet";"2010M01";"Pris per rom (kr)";847
"0 Hele landet";"2010M02";"Kapasitetsutnytting av senger (prosent)";33,2
"0 Hele landet";"2010M02";"Kapasitetsutnytting av rom (prosent)";47,6
"0 Hele landet";"2010M02";"Pris per rom (kr)";866
"0 Hele landet";"2010M03";"Kapasitetsutnytting av senger (prosent)";32,9
"0 Hele landet";"2010M03";"Kapasitetsutnytting av rom (prosent)";48,7
"0 Hele landet";"2010M03";"Pris per rom (kr)";880
"0 Hele landet";"2010M04";"Kapasitetsutnytting av senger (prosent)";29,1
"0 Hele landet";"2010M04";"Kapasitetsutnytting av rom (prosent)";45,1
"0 Hele landet";"2010M04";"Pris per rom (kr)";875
"0 Hele landet";"2010M05";"Kapasitetsutnytting av senger (prosent)";29,9
"0 Hele landet";"2010M05";"Kapasitetsutnytting av rom (prosent)";45,9
"0 Hele landet";"2010M05";"Pris per rom (kr)";888
"0 Hele landet";"2010M06";"Kapasitetsutnytting av senger (prosent)";43,1
"0 Hele landet";"2010M06";"Kapasitetsutnytting av rom (prosent)";63,1
"0 Hele landet";"2010M06";"Pris per rom (kr)";888
"0 Hele landet";"2010M07";"Kapasitetsutnytting av senger (prosent)";50,2
"0 Hele landet";"2010M07";"Kapasitetsutnytting av rom (prosent)";57,2
"0 Hele landet";"2010M07";"Pris per rom (kr)";762
"0 Hele landet";"2010M08";"Kapasitetsutnytting av senger (prosent)";44,9
"0 Hele landet";"2010M08";"Kapasitetsutnytting av rom (prosent)";59,6
"0 Hele landet";"2010M08";"Pris per rom (kr)";849
"0 Hele landet";"2010M09";"Kapasitetsutnytting av senger (prosent)";35,9
"0 Hele landet";"2010M09";"Kapasitetsutnytting av rom (prosent)";57,6
"0 Hele landet";"2010M09";"Pris per rom (kr)";878
"0 Hele landet";"2010M10";"Kapasitetsutnytting av senger (prosent)";31,5
"0 Hele landet";"2010M10";"Kapasitetsutnytting av rom (prosent)";49,8
"0 Hele landet";"2010M10";"Pris per rom (kr)";857
"0 Hele landet";"2010M11";"Kapasitetsutnytting av senger (prosent)";31,2
"0 Hele landet";"2010M11";"Kapasitetsutnytting av rom (prosent)";52,7
"0 Hele landet";"2010M11";"Pris per rom (kr)";873
"0 Hele landet";"2010M12";"Kapasitetsutnytting av senger (prosent)";25,2
"0 Hele landet";"2010M12";"Kapasitetsutnytting av rom (prosent)";38,2
"0 Hele landet";"2010M12";"Pris per rom (kr)";870
"0 Hele landet";"2011M01";"Kapasitetsutnytting av senger (prosent)";26,7
"0 Hele landet";"2011M01";"Kapasitetsutnytting av rom (prosent)";41,9
"0 Hele landet";"2011M01";"Pris per rom (kr)";859
"0 Hele landet";"2011M02";"Kapasitetsutnytting av senger (prosent)";33,7
"0 Hele landet";"2011M02";"Kapasitetsutnytting av rom (prosent)";49,3
"0 Hele landet";"2011M02";"Pris per rom (kr)";885
"0 Hele landet";"2011M03";"Kapasitetsutnytting av senger (prosent)";34,7
"0 Hele landet";"2011M03";"Kapasitetsutnytting av rom (prosent)";53,7
"0 Hele landet";"2011M03";"Pris per rom (kr)";903
"0 Hele landet";"2011M04";"Kapasitetsutnytting av senger (prosent)";29,3
"0 Hele landet";"2011M04";"Kapasitetsutnytting av rom (prosent)";43,6
"0 Hele landet";"2011M04";"Pris per rom (kr)";849
"0 Hele landet";"2011M05";"Kapasitetsutnytting av senger (prosent)";33,1
"0 Hele landet";"2011M05";"Kapasitetsutnytting av rom (prosent)";53,2
"0 Hele landet";"2011M05";"Pris per rom (kr)";917
"0 Hele landet";"2011M06";"Kapasitetsutnytting av senger (prosent)";42,6
"0 Hele landet";"2011M06";"Kapasitetsutnytting av rom (prosent)";60,6
"0 Hele landet";"2011M06";"Pris per rom (kr)";859
"0 Hele landet";"2011M07";"Kapasitetsutnytting av senger (prosent)";51,1
"0 Hele landet";"2011M07";"Kapasitetsutnytting av rom (prosent)";59,1
"0 Hele landet";"2011M07";"Pris per rom (kr)";765
"0 Hele landet";"2011M08";"Kapasitetsutnytting av senger (prosent)";45,5
"0 Hele landet";"2011M08";"Kapasitetsutnytting av rom (prosent)";61,2
"0 Hele landet";"2011M08";"Pris per rom (kr)";830
"0 Hele landet";"2011M09";"Kapasitetsutnytting av senger (prosent)";35,6
"0 Hele landet";"2011M09";"Kapasitetsutnytting av rom (prosent)";56,7
"0 Hele landet";"2011M09";"Pris per rom (kr)";881
"0 Hele landet";"2011M10";"Kapasitetsutnytting av senger (prosent)";31,6
"0 Hele landet";"2011M10";"Kapasitetsutnytting av rom (prosent)";51,1
"0 Hele landet";"2011M10";"Pris per rom (kr)";886
"0 Hele landet";"2011M11";"Kapasitetsutnytting av senger (prosent)";32,4
"0 Hele landet";"2011M11";"Kapasitetsutnytting av rom (prosent)";54,5
"0 Hele landet";"2011M11";"Pris per rom (kr)";916
"0 Hele landet";"2011M12";"Kapasitetsutnytting av senger (prosent)";25,2
"0 Hele landet";"2011M12";"Kapasitetsutnytting av rom (prosent)";38,5
"0 Hele landet";"2011M12";"Pris per rom (kr)";876
"0 Hele landet";"2012M01";"Kapasitetsutnytting av senger (prosent)";28
"0 Hele landet";"2012M01";"Kapasitetsutnytting av rom (prosent)";44,4
"0 Hele landet";"2012M01";"Pris per rom (kr)";887
"0 Hele landet";"2012M02";"Kapasitetsutnytting av senger (prosent)";34,2
"0 Hele landet";"2012M02";"Kapasitetsutnytting av rom (prosent)";50
"0 Hele landet";"2012M02";"Pris per rom (kr)";894
"0 Hele landet";"2012M03";"Kapasitetsutnytting av senger (prosent)";34,2
"0 Hele landet";"2012M03";"Kapasitetsutnytting av rom (prosent)";52,2
"0 Hele landet";"2012M03";"Pris per rom (kr)";904
"0 Hele landet";"2012M04";"Kapasitetsutnytting av senger (prosent)";28,3
"0 Hele landet";"2012M04";"Kapasitetsutnytting av rom (prosent)";43,6
"0 Hele landet";"2012M04";"Pris per rom (kr)";866
"0 Hele landet";"2012M05";"Kapasitetsutnytting av senger (prosent)";32,1
"0 Hele landet";"2012M05";"Kapasitetsutnytting av rom (prosent)";49,7
"0 Hele landet";"2012M05";"Pris per rom (kr)";888
"0 Hele landet";"2012M06";"Kapasitetsutnytting av senger (prosent)";44
"0 Hele landet";"2012M06";"Kapasitetsutnytting av rom (prosent)";62,9
"0 Hele landet";"2012M06";"Pris per rom (kr)";875
"0 Hele landet";"2012M07";"Kapasitetsutnytting av senger (prosent)";49,6
"0 Hele landet";"2012M07";"Kapasitetsutnytting av rom (prosent)";58,4
"0 Hele landet";"2012M07";"Pris per rom (kr)";782
"0 Hele landet";"2012M08";"Kapasitetsutnytting av senger (prosent)";44,8
"0 Hele landet";"2012M08";"Kapasitetsutnytting av rom (prosent)";61,3
"0 Hele landet";"2012M08";"Pris per rom (kr)";847
"0 Hele landet";"2012M09";"Kapasitetsutnytting av senger (prosent)";35,4
"0 Hele landet";"2012M09";"Kapasitetsutnytting av rom (prosent)";57,7
"0 Hele landet";"2012M09";"Pris per rom (kr)";894
"0 Hele landet";"2012M10";"Kapasitetsutnytting av senger (prosent)";32,2
"0 Hele landet";"2012M10";"Kapasitetsutnytting av rom (prosent)";53,3
"0 Hele landet";"2012M10";"Pris per rom (kr)";897
"0 Hele landet";"2012M11";"Kapasitetsutnytting av senger (prosent)";32,7
"0 Hele landet";"2012M11";"Kapasitetsutnytting av rom (prosent)";54,5
"0 Hele landet";"2012M11";"Pris per rom (kr)";913
"0 Hele landet";"2012M12";"Kapasitetsutnytting av senger (prosent)";25,2
"0 Hele landet";"2012M12";"Kapasitetsutnytting av rom (prosent)";38,6
"0 Hele landet";"2012M12";"Pris per rom (kr)";865
"0 Hele landet";"2013M01";"Kapasitetsutnytting av senger (prosent)";28,2
"0 Hele landet";"2013M01";"Kapasitetsutnytting av rom (prosent)";44,2
"0 Hele landet";"2013M01";"Pris per rom (kr)";881
"0 Hele landet";"2013M02";"Kapasitetsutnytting av senger (prosent)";34,6
"0 Hele landet";"2013M02";"Kapasitetsutnytting av rom (prosent)";49,9
"0 Hele landet";"2013M02";"Pris per rom (kr)";895
"0 Hele landet";"2013M03";"Kapasitetsutnytting av senger (prosent)";32,2
"0 Hele landet";"2013M03";"Kapasitetsutnytting av rom (prosent)";47,3
"0 Hele landet";"2013M03";"Pris per rom (kr)";897
"0 Hele landet";"2013M04";"Kapasitetsutnytting av senger (prosent)";31,7
"0 Hele landet";"2013M04";"Kapasitetsutnytting av rom (prosent)";50,7
"0 Hele landet";"2013M04";"Pris per rom (kr)";903
"0 Hele landet";"2013M05";"Kapasitetsutnytting av senger (prosent)";31,7
"0 Hele landet";"2013M05";"Kapasitetsutnytting av rom (prosent)";48,1
"0 Hele landet";"2013M05";"Pris per rom (kr)";903
"0 Hele landet";"2013M06";"Kapasitetsutnytting av senger (prosent)";43,4
"0 Hele landet";"2013M06";"Kapasitetsutnytting av rom (prosent)";63
"0 Hele landet";"2013M06";"Pris per rom (kr)";909
"0 Hele landet";"2013M07";"Kapasitetsutnytting av senger (prosent)";46,8
"0 Hele landet";"2013M07";"Kapasitetsutnytting av rom (prosent)";56,6
"0 Hele landet";"2013M07";"Pris per rom (kr)";774
"0 Hele landet";"2013M08";"Kapasitetsutnytting av senger (prosent)";44,2
"0 Hele landet";"2013M08";"Kapasitetsutnytting av rom (prosent)";60,6
"0 Hele landet";"2013M08";"Pris per rom (kr)";866
"0 Hele landet";"2013M09";"Kapasitetsutnytting av senger (prosent)";34,6
"0 Hele landet";"2013M09";"Kapasitetsutnytting av rom (prosent)";57
"0 Hele landet";"2013M09";"Pris per rom (kr)";889
"0 Hele landet";"2013M10";"Kapasitetsutnytting av senger (prosent)";32,3
"0 Hele landet";"2013M10";"Kapasitetsutnytting av rom (prosent)";53,7
"0 Hele landet";"2013M10";"Pris per rom (kr)";897
"0 Hele landet";"2013M11";"Kapasitetsutnytting av senger (prosent)";33,1
"0 Hele landet";"2013M11";"Kapasitetsutnytting av rom (prosent)";55
"0 Hele landet";"2013M11";"Pris per rom (kr)";921
"0 Hele landet";"2013M12";"Kapasitetsutnytting av senger (prosent)";24,4
"0 Hele landet";"2013M12";"Kapasitetsutnytting av rom (prosent)";38,2
"0 Hele landet";"2013M12";"Pris per rom (kr)";897
"0 Hele landet";"2014M01";"Kapasitetsutnytting av senger (prosent)";27,5
"0 Hele landet";"2014M01";"Kapasitetsutnytting av rom (prosent)";44,4
"0 Hele landet";"2014M01";"Pris per rom (kr)";878
"0 Hele landet";"2014M02";"Kapasitetsutnytting av senger (prosent)";33,6
"0 Hele landet";"2014M02";"Kapasitetsutnytting av rom (prosent)";49,6
"0 Hele landet";"2014M02";"Pris per rom (kr)";890
"0 Hele landet";"2014M03";"Kapasitetsutnytting av senger (prosent)";33,4
"0 Hele landet";"2014M03";"Kapasitetsutnytting av rom (prosent)";53,2
"0 Hele landet";"2014M03";"Pris per rom (kr)";905
"0 Hele landet";"2014M04";"Kapasitetsutnytting av senger (prosent)";28,8
"0 Hele landet";"2014M04";"Kapasitetsutnytting av rom (prosent)";44,2
"0 Hele landet";"2014M04";"Pris per rom (kr)";881
"0 Hele landet";"2014M05";"Kapasitetsutnytting av senger (prosent)";34
"0 Hele landet";"2014M05";"Kapasitetsutnytting av rom (prosent)";52
"0 Hele landet";"2014M05";"Pris per rom (kr)";911
"0 Hele landet";"2014M06";"Kapasitetsutnytting av senger (prosent)";44,2
"0 Hele landet";"2014M06";"Kapasitetsutnytting av rom (prosent)";63,8
"0 Hele landet";"2014M06";"Pris per rom (kr)";898
"0 Hele landet";"2014M07";"Kapasitetsutnytting av senger (prosent)";49,8
"0 Hele landet";"2014M07";"Kapasitetsutnytting av rom (prosent)";58,4
"0 Hele landet";"2014M07";"Pris per rom (kr)";794
"0 Hele landet";"2014M08";"Kapasitetsutnytting av senger (prosent)";46,7
"0 Hele landet";"2014M08";"Kapasitetsutnytting av rom (prosent)";62,6
"0 Hele landet";"2014M08";"Pris per rom (kr)";871
"0 Hele landet";"2014M09";"Kapasitetsutnytting av senger (prosent)";36,9
"0 Hele landet";"2014M09";"Kapasitetsutnytting av rom (prosent)";59,4
"0 Hele landet";"2014M09";"Pris per rom (kr)";919
"0 Hele landet";"2014M10";"Kapasitetsutnytting av senger (prosent)";31,7
"0 Hele landet";"2014M10";"Kapasitetsutnytting av rom (prosent)";52
"0 Hele landet";"2014M10";"Pris per rom (kr)";903
"0 Hele landet";"2014M11";"Kapasitetsutnytting av senger (prosent)";31,8
"0 Hele landet";"2014M11";"Kapasitetsutnytting av rom (prosent)";52,1
"0 Hele landet";"2014M11";"Pris per rom (kr)";911
"0 Hele landet";"2014M12";"Kapasitetsutnytting av senger (prosent)";25,6
"0 Hele landet";"2014M12";"Kapasitetsutnytting av rom (prosent)";39,1
"0 Hele landet";"2014M12";"Pris per rom (kr)";872
"0 Hele landet";"2015M01";"Kapasitetsutnytting av senger (prosent)";28
"0 Hele landet";"2015M01";"Kapasitetsutnytting av rom (prosent)";43,9
"0 Hele landet";"2015M01";"Pris per rom (kr)";876
"0 Hele landet";"2015M02";"Kapasitetsutnytting av senger (prosent)";33,6
"0 Hele landet";"2015M02";"Kapasitetsutnytting av rom (prosent)";48,8
"0 Hele landet";"2015M02";"Pris per rom (kr)";896
"0 Hele landet";"2015M03";"Kapasitetsutnytting av senger (prosent)";33,2
"0 Hele landet";"2015M03";"Kapasitetsutnytting av rom (prosent)";50,9
"0 Hele landet";"2015M03";"Pris per rom (kr)";916
"0 Hele landet";"2015M04";"Kapasitetsutnytting av senger (prosent)";30,4
"0 Hele landet";"2015M04";"Kapasitetsutnytting av rom (prosent)";46,7
"0 Hele landet";"2015M04";"Pris per rom (kr)";912
"0 Hele landet";"2015M05";"Kapasitetsutnytting av senger (prosent)";34,8
"0 Hele landet";"2015M05";"Kapasitetsutnytting av rom (prosent)";51,2
"0 Hele landet";"2015M05";"Pris per rom (kr)";902
"0 Hele landet";"2015M06";"Kapasitetsutnytting av senger (prosent)";47,1
"0 Hele landet";"2015M06";"Kapasitetsutnytting av rom (prosent)";66,9
"0 Hele landet";"2015M06";"Pris per rom (kr)";940
"0 Hele landet";"2015M07";"Kapasitetsutnytting av senger (prosent)";55,6
"0 Hele landet";"2015M07";"Kapasitetsutnytting av rom (prosent)";63,7
"0 Hele landet";"2015M07";"Pris per rom (kr)";815
"0 Hele landet";"2015M08";"Kapasitetsutnytting av senger (prosent)";48,9
"0 Hele landet";"2015M08";"Kapasitetsutnytting av rom (prosent)";64,3
"0 Hele landet";"2015M08";"Pris per rom (kr)";872
"0 Hele landet";"2015M09";"Kapasitetsutnytting av senger (prosent)";38,4
"0 Hele landet";"2015M09";"Kapasitetsutnytting av rom (prosent)";58,3
"0 Hele landet";"2015M09";"Pris per rom (kr)";923
"0 Hele landet";"2015M10";"Kapasitetsutnytting av senger (prosent)";34,1
"0 Hele landet";"2015M10";"Kapasitetsutnytting av rom (prosent)";52,6
"0 Hele landet";"2015M10";"Pris per rom (kr)";908
"0 Hele landet";"2015M11";"Kapasitetsutnytting av senger (prosent)";32,9
"0 Hele landet";"2015M11";"Kapasitetsutnytting av rom (prosent)";52,8
"0 Hele landet";"2015M11";"Pris per rom (kr)";924
"0 Hele landet";"2015M12";"Kapasitetsutnytting av senger (prosent)";26,8
"0 Hele landet";"2015M12";"Kapasitetsutnytting av rom (prosent)";39
"0 Hele landet";"2015M12";"Pris per rom (kr)";886
"0 Hele landet";"2016M01";"Kapasitetsutnytting av senger (prosent)";28,1
"0 Hele landet";"2016M01";"Kapasitetsutnytting av rom (prosent)";43,4
"0 Hele landet";"2016M01";"Pris per rom (kr)";868
"0 Hele landet";"2016M02";"Kapasitetsutnytting av senger (prosent)";35
"0 Hele landet";"2016M02";"Kapasitetsutnytting av rom (prosent)";50,3
"0 Hele landet";"2016M02";"Pris per rom (kr)";909
"0 Hele landet";"2016M03";"Kapasitetsutnytting av senger (prosent)";33,5
"0 Hele landet";"2016M03";"Kapasitetsutnytting av rom (prosent)";47,7
"0 Hele landet";"2016M03";"Pris per rom (kr)";920
"0 Hele landet";"2016M04";"Kapasitetsutnytting av senger (prosent)";32,9
"0 Hele landet";"2016M04";"Kapasitetsutnytting av rom (prosent)";51
"0 Hele landet";"2016M04";"Pris per rom (kr)";902
"0 Hele landet";"2016M05";"Kapasitetsutnytting av senger (prosent)";33,7
"0 Hele landet";"2016M05";"Kapasitetsutnytting av rom (prosent)";49,9
"0 Hele landet";"2016M05";"Pris per rom (kr)";911
"0 Hele landet";"2016M06";"Kapasitetsutnytting av senger (prosent)";48,5
"0 Hele landet";"2016M06";"Kapasitetsutnytting av rom (prosent)";67
"0 Hele landet";"2016M06";"Pris per rom (kr)";925
"0 Hele landet";"2016M07";"Kapasitetsutnytting av senger (prosent)";58,5
"0 Hele landet";"2016M07";"Kapasitetsutnytting av rom (prosent)";66,7
"0 Hele landet";"2016M07";"Pris per rom (kr)";840
"0 Hele landet";"2016M08";"Kapasitetsutnytting av senger (prosent)";51,9
"0 Hele landet";"2016M08";"Kapasitetsutnytting av rom (prosent)";67,7
"0 Hele landet";"2016M08";"Pris per rom (kr)";914
"0 Hele landet";"2016M09";"Kapasitetsutnytting av senger (prosent)";40,2
"0 Hele landet";"2016M09";"Kapasitetsutnytting av rom (prosent)";60,7
"0 Hele landet";"2016M09";"Pris per rom (kr)";925
"0 Hele landet";"2016M10";"Kapasitetsutnytting av senger (prosent)";34,1
"0 Hele landet";"2016M10";"Kapasitetsutnytting av rom (prosent)";51,8
"0 Hele landet";"2016M10";"Pris per rom (kr)";895
"0 Hele landet";"2016M11";"Kapasitetsutnytting av senger (prosent)";33,1
"0 Hele landet";"2016M11";"Kapasitetsutnytting av rom (prosent)";53,3
"0 Hele landet";"2016M11";"Pris per rom (kr)";932
"0 Hele landet";"2016M12";"Kapasitetsutnytting av senger (prosent)";27,2
